stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
52088,52088,Masson / De Lorimier,45.539687,-73.581714,http://m.stm.info/fr/horaires/arrets/52088/bus,0,,1
52089,52089,De Lorimier / Masson,45.539522,-73.581970,http://m.stm.info/fr/horaires/arrets/52089/bus,0,,1
52090,52090,Masson / De Lorimier,45.539245,-73.581926,http://m.stm.info/fr/horaires/arrets/52090/bus,0,,1
52091,52091,Bélanger / 35e Avenue,45.572557,-73.580837,http://m.stm.info/fr/horaires/arrets/52091/bus,0,,1
52092,52092,Bélanger / 35e Avenue,45.572298,-73.580842,http://m.stm.info/fr/horaires/arrets/52092/bus,0,,1
52093,52093,Saint-Antoine / Rose-de-Lima,45.482418,-73.585071,http://m.stm.info/fr/horaires/arrets/52093/bus,0,,1
52094,52094,Saint-Jacques / Rose-de-Lima,45.481091,-73.582983,http://m.stm.info/fr/horaires/arrets/52094/bus,0,,1
52095,52095,Sherbrooke / Saint-Mathieu,45.495894,-73.582471,http://m.stm.info/fr/horaires/arrets/52095/bus,0,,1
52096,52096,Saint-Mathieu / Sherbrooke,45.495770,-73.582679,http://m.stm.info/fr/horaires/arrets/52096/bus,0,,1
52097,52097,Sherbrooke / Saint-Mathieu,45.495555,-73.582497,http://m.stm.info/fr/horaires/arrets/52097/bus,0,,1
52098,52098,D'Iberville / Dandurand,45.544233,-73.580806,http://m.stm.info/fr/horaires/arrets/52098/bus,0,,1
52099,52099,D'Iberville / Dandurand,45.544272,-73.581248,http://m.stm.info/fr/horaires/arrets/52099/bus,0,,1
52100,52100,du Mont-Royal / Saint-Hubert,45.526107,-73.581086,http://m.stm.info/fr/horaires/arrets/52100/bus,0,,1
52101,52101,du Mont-Royal / Resther,45.525447,-73.581514,http://m.stm.info/fr/horaires/arrets/52101/bus,0,,1
52102,52102,du Docteur-Penfield / de la Montagne,45.501108,-73.582061,http://m.stm.info/fr/horaires/arrets/52102/bus,0,,1
52103,52103,Saint-Laurent / Rachel,45.517979,-73.581473,http://m.stm.info/fr/horaires/arrets/52103/bus,0,,1
52104,52104,Rachel / Saint-Laurent,45.518162,-73.581655,http://m.stm.info/fr/horaires/arrets/52104/bus,0,,1
52105,52105,des Pins / Peel,45.504808,-73.581767,http://m.stm.info/fr/horaires/arrets/52105/bus,0,,1
52106,52106,Peel / des Pins,45.504290,-73.581558,http://m.stm.info/fr/horaires/arrets/52106/bus,0,,1
52107,52107,Saint-Michel / Rosemont,45.553227,-73.580146,http://m.stm.info/fr/horaires/arrets/52107/bus,0,,1
52108,52108,Rosemont / Saint-Michel,45.553428,-73.580373,http://m.stm.info/fr/horaires/arrets/52108/bus,0,,1
52109,52109,Saint-Michel / Rosemont,45.553206,-73.580646,http://m.stm.info/fr/horaires/arrets/52109/bus,0,,1
52110,52110,Rosemont / Saint-Michel,45.552993,-73.580451,http://m.stm.info/fr/horaires/arrets/52110/bus,0,,1
52111,52111,Saint-Joseph / Fabre,45.533957,-73.580852,http://m.stm.info/fr/horaires/arrets/52111/bus,0,,1
52112,52112,Saint-Joseph / Fabre,45.533671,-73.580802,http://m.stm.info/fr/horaires/arrets/52112/bus,0,,1
52113,52113,Côte-des-Neiges / Sherbrooke,45.496563,-73.582643,http://m.stm.info/fr/horaires/arrets/52113/bus,0,,1
52114,52114,Sherbrooke / Côte-des-Neiges,45.496683,-73.581765,http://m.stm.info/fr/horaires/arrets/52114/bus,0,,1
52115,52115,Sherbrooke / Côte-des-Neiges,45.496397,-73.581755,http://m.stm.info/fr/horaires/arrets/52115/bus,0,,1
52116,52116,Institut de cardiologie (Viau / Bélanger),45.573519,-73.579659,http://m.stm.info/fr/horaires/arrets/52116/bus,0,,1
52117,52117,Institut de cardiologie (Viau / Bélanger),45.573675,-73.579863,http://m.stm.info/fr/horaires/arrets/52117/bus,0,,1
52118,52118,Institut de cardiologie (Viau / Bélanger),45.573478,-73.580113,http://m.stm.info/fr/horaires/arrets/52118/bus,0,,1
52119,52119,Bélanger / Viau,45.573776,-73.579562,http://m.stm.info/fr/horaires/arrets/52119/bus,0,,1
52120,52120,Papineau / Laurier,45.536052,-73.581535,http://m.stm.info/fr/horaires/arrets/52120/bus,0,,1
52121,52121,Papineau / Laurier,45.536044,-73.581178,http://m.stm.info/fr/horaires/arrets/52121/bus,0,,1
52122,52122,Notre-Dame / Turgeon,45.479146,-73.581917,http://m.stm.info/fr/horaires/arrets/52122/bus,0,,1
52123,52123,Notre-Dame / Turgeon,45.478842,-73.582207,http://m.stm.info/fr/horaires/arrets/52123/bus,0,,1
52124,52124,Perras / René-Masson,45.651097,-73.577183,http://m.stm.info/fr/horaires/arrets/52124/bus,0,,1
52125,52125,Perras / René-Masson,45.650657,-73.577277,http://m.stm.info/fr/horaires/arrets/52125/bus,0,,1
52126,52126,Pie-IX / Beaubien,45.562626,-73.579444,http://m.stm.info/fr/horaires/arrets/52126/bus,0,,1
52127,52127,Beaubien / Pie-IX,45.562791,-73.579644,http://m.stm.info/fr/horaires/arrets/52127/bus,0,,1
52128,52128,Pie-IX / Beaubien,45.562558,-73.579960,http://m.stm.info/fr/horaires/arrets/52128/bus,0,,1
52129,52129,Beaubien / Pie-IX,45.562434,-73.579716,http://m.stm.info/fr/horaires/arrets/52129/bus,0,,1
52130,52130,Sainte-Catherine / du Fort,45.491754,-73.581578,http://m.stm.info/fr/horaires/arrets/52130/bus,0,,1
52131,52131,Saint-Patrick / Pitt,45.470233,-73.581820,http://m.stm.info/fr/horaires/arrets/52131/bus,0,,2
52132,52132,Saint-Patrick / Pitt,45.470271,-73.581466,http://m.stm.info/fr/horaires/arrets/52132/bus,0,,1
52135,52135,Saint-Denis / Marie-Anne,45.522936,-73.580471,http://m.stm.info/fr/horaires/arrets/52135/bus,0,,1
52136,52136,Saint-Denis / Marie-Anne,45.522862,-73.580725,http://m.stm.info/fr/horaires/arrets/52136/bus,0,,1
52137,52137,du Mont-Royal / de Mentana,45.527137,-73.580120,http://m.stm.info/fr/horaires/arrets/52137/bus,0,,1
52138,52138,du Mont-Royal / de Mentana,45.526918,-73.580124,http://m.stm.info/fr/horaires/arrets/52138/bus,0,,1
52139,52139,Saint-Urbain / Duluth,45.515787,-73.580621,http://m.stm.info/fr/horaires/arrets/52139/bus,0,,2
52140,52140,du Docteur-Penfield / des Pins,45.506944,-73.579897,http://m.stm.info/fr/horaires/arrets/52140/bus,0,,1
52141,52141,des Pins / du Docteur-Penfield,45.506847,-73.580724,http://m.stm.info/fr/horaires/arrets/52141/bus,0,,1
52142,52142,Papineau / Saint-Joseph,45.535168,-73.579280,http://m.stm.info/fr/horaires/arrets/52142/bus,0,,1
52143,52143,Saint-Joseph / Papineau,45.535376,-73.579516,http://m.stm.info/fr/horaires/arrets/52143/bus,0,,1
52144,52144,Papineau / Saint-Joseph,45.535243,-73.579786,http://m.stm.info/fr/horaires/arrets/52144/bus,0,,1
52145,52145,Saint-Joseph / Papineau,45.535028,-73.579524,http://m.stm.info/fr/horaires/arrets/52145/bus,0,,1
52146,52146,Station Guy-Concordia (Maisonneuve / St-Mathieu),45.494696,-73.580486,http://m.stm.info/fr/horaires/arrets/52146/bus,0,,1
52147,52147,Station Guy-Concordia (St-Mathieu/De Maisonneuve),45.494608,-73.580727,http://m.stm.info/fr/horaires/arrets/52147/bus,0,,1
52148,52148,Station Guy-Concordia (De Maisonneuve/St-Mathieu),45.494350,-73.580889,http://m.stm.info/fr/horaires/arrets/52148/bus,0,,1
52149,52149,René-Lévesque / du Sussex,45.489211,-73.580695,http://m.stm.info/fr/horaires/arrets/52149/bus,0,,1
52151,52151,Rachel / de l'Hôtel-de-Ville,45.519934,-73.579963,http://m.stm.info/fr/horaires/arrets/52151/bus,0,,1
52152,52152,Rachel / de l'Hôtel-de-Ville,45.519700,-73.580012,http://m.stm.info/fr/horaires/arrets/52152/bus,0,,1
52153,52153,des Pins / University,45.508356,-73.580155,http://m.stm.info/fr/horaires/arrets/52153/bus,0,,1
52154,52154,des Pins / University,45.507931,-73.580130,http://m.stm.info/fr/horaires/arrets/52154/bus,0,,2
52155,52155,Saint-Patrick / No 3620,45.471584,-73.579957,http://m.stm.info/fr/horaires/arrets/52155/bus,0,,1
52156,52156,Maurice-Duplessis / Pierre-Baillargeon,45.641485,-73.576520,http://m.stm.info/fr/horaires/arrets/52156/bus,0,,1
52157,52157,Maurice-Duplessis / Pierre-Baillargeon,45.641135,-73.576582,http://m.stm.info/fr/horaires/arrets/52157/bus,0,,1
52158,52158,Saint-Michel / Holt,45.552669,-73.578523,http://m.stm.info/fr/horaires/arrets/52158/bus,0,,1
52159,52159,Saint-Michel / Holt,45.552593,-73.578868,http://m.stm.info/fr/horaires/arrets/52159/bus,0,,1
52160,52160,du Mont-Royal / Christophe-Colomb,45.528139,-73.579175,http://m.stm.info/fr/horaires/arrets/52160/bus,0,,1
52161,52161,Christophe-Colomb / du Mont-Royal,45.528043,-73.579412,http://m.stm.info/fr/horaires/arrets/52161/bus,0,,1
52162,52162,du Mont-Royal / Christophe-Colomb,45.527875,-73.579226,http://m.stm.info/fr/horaires/arrets/52162/bus,0,,1
52163,52163,Bélanger / 40e Avenue,45.575483,-73.578287,http://m.stm.info/fr/horaires/arrets/52163/bus,0,,1
52164,52164,Bélanger / 40e Avenue,45.575201,-73.578319,http://m.stm.info/fr/horaires/arrets/52164/bus,0,,1
52165,52165,Collège Jean-Eudes (Rosemont / 14e Avenue),45.555533,-73.578544,http://m.stm.info/fr/horaires/arrets/52165/bus,0,,1
52167,52167,Sherbrooke / Bishop,45.498138,-73.580064,http://m.stm.info/fr/horaires/arrets/52167/bus,0,,1
52168,52168,Beaubien / 25e Avenue,45.564471,-73.578180,http://m.stm.info/fr/horaires/arrets/52168/bus,0,,1
52169,52169,Notre-Dame / Rose-de-Lima,45.480093,-73.580162,http://m.stm.info/fr/horaires/arrets/52169/bus,0,,1
52170,52170,Rose-de-Lima / Notre-Dame,45.480021,-73.580619,http://m.stm.info/fr/horaires/arrets/52170/bus,0,,1
52171,52171,Notre-Dame / Rose-de-Lima,45.479633,-73.580765,http://m.stm.info/fr/horaires/arrets/52171/bus,0,,1
52172,52172,Saint-Laurent / Duluth,45.516967,-73.579262,http://m.stm.info/fr/horaires/arrets/52172/bus,0,,1
52173,52173,des Pins / Aylmer,45.509515,-73.579468,http://m.stm.info/fr/horaires/arrets/52173/bus,0,,1
52174,52174,des Pins / Aylmer,45.509184,-73.579488,http://m.stm.info/fr/horaires/arrets/52174/bus,0,,1
52175,52175,Rosemont / 15e Avenue,45.555770,-73.578033,http://m.stm.info/fr/horaires/arrets/52175/bus,0,,1
52176,52176,Peel / du Docteur-Penfield,45.503224,-73.579128,http://m.stm.info/fr/horaires/arrets/52176/bus,0,,1
52177,52177,Peel / du Docteur-Penfield,45.503373,-73.579678,http://m.stm.info/fr/horaires/arrets/52177/bus,0,,1
52178,52178,du Docteur-Penfield / Peel,45.503221,-73.579554,http://m.stm.info/fr/horaires/arrets/52178/bus,0,,1
52179,52179,Saint-Joseph / Chabot,45.536510,-73.578451,http://m.stm.info/fr/horaires/arrets/52179/bus,0,,1
52180,52180,Saint-Joseph / Chabot,45.536228,-73.578393,http://m.stm.info/fr/horaires/arrets/52180/bus,0,,1
52181,52181,De Lorimier / Laurier,45.537949,-73.578240,http://m.stm.info/fr/horaires/arrets/52181/bus,0,,1
52182,52182,De Lorimier / Laurier,45.537983,-73.578625,http://m.stm.info/fr/horaires/arrets/52182/bus,0,,1
52183,52183,De La Roche / du Mont-Royal,45.528714,-73.578339,http://m.stm.info/fr/horaires/arrets/52183/bus,0,,1
52184,52184,du Mont-Royal / De La Roche,45.528844,-73.578516,http://m.stm.info/fr/horaires/arrets/52184/bus,0,,1
52185,52185,du Mont-Royal / De La Roche,45.528612,-73.578539,http://m.stm.info/fr/horaires/arrets/52185/bus,0,,1
52186,52186,Beaubien / 26e Avenue,45.564806,-73.577667,http://m.stm.info/fr/horaires/arrets/52186/bus,0,,1
52187,52187,D'Iberville / Masson,45.542737,-73.577261,http://m.stm.info/fr/horaires/arrets/52187/bus,0,,1
52188,52188,Masson / D'Iberville,45.543333,-73.578072,http://m.stm.info/fr/horaires/arrets/52188/bus,0,,1
52189,52189,D'Iberville / Masson,45.543152,-73.578592,http://m.stm.info/fr/horaires/arrets/52189/bus,0,,1
52190,52190,Masson / D'Iberville,45.542628,-73.578435,http://m.stm.info/fr/horaires/arrets/52190/bus,0,,1
52191,52191,Masson / D'Iberville,45.542748,-73.578652,http://m.stm.info/fr/horaires/arrets/52191/bus,0,,1
52192,52192,D'Iberville / Masson,45.542655,-73.577427,http://m.stm.info/fr/horaires/arrets/52192/bus,0,,1
52193,52193,Atwater / Saint-Jacques,45.483709,-73.579324,http://m.stm.info/fr/horaires/arrets/52193/bus,0,,1
52194,52194,Station Guy-Concordia (Guy / De Maisonneuve),45.495301,-73.578222,http://m.stm.info/fr/horaires/arrets/52194/bus,0,,1
52195,52195,Station Guy-Concordia (Guy / De Maisonneuve),45.495939,-73.579665,http://m.stm.info/fr/horaires/arrets/52195/bus,0,,1
52196,52196,Saint-Mathieu / Sainte-Catherine,45.493867,-73.579452,http://m.stm.info/fr/horaires/arrets/52196/bus,0,,1
52197,52197,Sainte-Catherine / Saint-Mathieu,45.493687,-73.579306,http://m.stm.info/fr/horaires/arrets/52197/bus,0,,1
52198,52198,René-Lévesque / Seymour,45.489892,-73.579387,http://m.stm.info/fr/horaires/arrets/52198/bus,0,,1
52199,52199,Papineau / Gilford,45.534509,-73.577854,http://m.stm.info/fr/horaires/arrets/52199/bus,0,,1
52200,52200,Papineau / Gilford,45.534526,-73.578232,http://m.stm.info/fr/horaires/arrets/52200/bus,0,,1
52201,52201,Station Guy-Concordia (Guy / De Maisonneuve),45.495688,-73.579078,http://m.stm.info/fr/horaires/arrets/52201/bus,0,,1
52202,52202,Station Guy-Concordia (De Maisonneuve / Guy),45.495872,-73.579363,http://m.stm.info/fr/horaires/arrets/52202/bus,0,,1
52203,52203,Sherbrooke / de la Montagne,45.499809,-73.578706,http://m.stm.info/fr/horaires/arrets/52203/bus,0,,1
52204,52204,Sherbrooke / de la Montagne,45.499516,-73.578711,http://m.stm.info/fr/horaires/arrets/52204/bus,0,,1
52205,52205,Saint-Denis / Rachel,45.521806,-73.577975,http://m.stm.info/fr/horaires/arrets/52205/bus,0,,1
52206,52206,Rachel / Saint-Denis,45.521969,-73.578088,http://m.stm.info/fr/horaires/arrets/52206/bus,0,,1
52207,52207,Saint-Denis / Rachel,45.521796,-73.578387,http://m.stm.info/fr/horaires/arrets/52207/bus,0,,1
52208,52208,Rachel / Saint-Denis,45.521647,-73.578217,http://m.stm.info/fr/horaires/arrets/52208/bus,0,,1
52209,52209,Saint-Patrick / No 3550,45.472788,-73.578811,http://m.stm.info/fr/horaires/arrets/52209/bus,0,,1
52211,52211,Hôpital Hôtel-Dieu (St-Urbain / St-Cuthbert),45.514816,-73.578489,http://m.stm.info/fr/horaires/arrets/52211/bus,0,,1
52212,52212,Rosemont / 17e Avenue,45.557329,-73.576984,http://m.stm.info/fr/horaires/arrets/52212/bus,0,,1
52213,52213,Rosemont / 17e Avenue,45.557084,-73.576896,http://m.stm.info/fr/horaires/arrets/52213/bus,0,,1
52214,52214,Masson / Molson,45.543977,-73.577305,http://m.stm.info/fr/horaires/arrets/52214/bus,0,,1
52215,52215,Beaubien / 29e Avenue,45.566720,-73.576220,http://m.stm.info/fr/horaires/arrets/52215/bus,0,,1
52216,52216,Maurice-Duplessis / 41e Avenue,45.642840,-73.574737,http://m.stm.info/fr/horaires/arrets/52216/bus,0,,1
52217,52217,Maurice-Duplessis / 41e Avenue,45.642445,-73.574859,http://m.stm.info/fr/horaires/arrets/52217/bus,0,,1
52218,52218,des Pins / du Parc (coin Sud-Ouest),45.511429,-73.578216,http://m.stm.info/fr/horaires/arrets/52218/bus,0,,1
52220,52220,De Lorimier / Saint-Joseph,45.537405,-73.577082,http://m.stm.info/fr/horaires/arrets/52220/bus,0,,1
52221,52221,Saint-Joseph / De Lorimier,45.537662,-73.577364,http://m.stm.info/fr/horaires/arrets/52221/bus,0,,1
52222,52222,De Lorimier / Saint-Joseph,45.537520,-73.577635,http://m.stm.info/fr/horaires/arrets/52222/bus,0,,1
52223,52223,Saint-Joseph / De Lorimier,45.537287,-73.577380,http://m.stm.info/fr/horaires/arrets/52223/bus,0,,1
52224,52224,Bélanger / Sagamo,45.577568,-73.576473,http://m.stm.info/fr/horaires/arrets/52224/bus,0,,1
52225,52225,Bélanger / 43e Avenue,45.577315,-73.576485,http://m.stm.info/fr/horaires/arrets/52225/bus,0,,1
52226,52226,Saint-Laurent / Napoléon,45.516321,-73.577820,http://m.stm.info/fr/horaires/arrets/52226/bus,0,,1
52227,52227,René-Lévesque / du Fort,45.490326,-73.578182,http://m.stm.info/fr/horaires/arrets/52227/bus,0,,1
52228,52228,de l'Église / Lesage,45.463340,-73.578739,http://m.stm.info/fr/horaires/arrets/52228/bus,0,,1
52229,52229,De Maisonneuve / Bishop,45.497525,-73.578074,http://m.stm.info/fr/horaires/arrets/52229/bus,0,,1
52230,52230,du Mont-Royal / De Lanaudière,45.530144,-73.577093,http://m.stm.info/fr/horaires/arrets/52230/bus,0,,1
52231,52231,Beaubien / 29e Avenue,45.566490,-73.576197,http://m.stm.info/fr/horaires/arrets/52231/bus,0,,1
52232,52232,du Mont-Royal / De Lanaudière,45.530392,-73.577057,http://m.stm.info/fr/horaires/arrets/52232/bus,0,,1
52233,52233,Masson / 1re Avenue,45.545432,-73.576590,http://m.stm.info/fr/horaires/arrets/52233/bus,0,,1
52234,52234,Viau / Saint-Zotique,45.572299,-73.575831,http://m.stm.info/fr/horaires/arrets/52234/bus,0,,1
52235,52235,Viau / Saint-Zotique,45.572294,-73.576286,http://m.stm.info/fr/horaires/arrets/52235/bus,0,,1
52236,52236,Guy / Sainte-Catherine,45.495028,-73.577591,http://m.stm.info/fr/horaires/arrets/52236/bus,0,,1
52237,52237,Sainte-Catherine / Guy,45.494885,-73.577910,http://m.stm.info/fr/horaires/arrets/52237/bus,0,,1
52238,52238,Guy / Sainte-Catherine,45.494623,-73.577070,http://m.stm.info/fr/horaires/arrets/52238/bus,0,,1
52239,52239,Saint-Michel / Dandurand,45.551945,-73.576085,http://m.stm.info/fr/horaires/arrets/52239/bus,0,,1
52240,52240,Saint-Michel / Dandurand,45.551878,-73.576465,http://m.stm.info/fr/horaires/arrets/52240/bus,0,,1
52241,52241,Pie-IX / de Bellechasse,45.561470,-73.575715,http://m.stm.info/fr/horaires/arrets/52241/bus,0,,1
52242,52242,Pie-IX / de Bellechasse,45.561401,-73.576252,http://m.stm.info/fr/horaires/arrets/52242/bus,0,,1
52243,52243,Atwater / Notre-Dame,45.481199,-73.577776,http://m.stm.info/fr/horaires/arrets/52243/bus,0,,1
52244,52244,Notre-Dame / Atwater,45.481398,-73.577814,http://m.stm.info/fr/horaires/arrets/52244/bus,0,,1
52245,52245,Atwater / Notre-Dame,45.481305,-73.578148,http://m.stm.info/fr/horaires/arrets/52245/bus,0,,1
52246,52246,Notre-Dame / Atwater,45.480985,-73.578292,http://m.stm.info/fr/horaires/arrets/52246/bus,0,,1
52247,52247,Christophe-Colomb / Marie-Anne,45.526972,-73.577032,http://m.stm.info/fr/horaires/arrets/52247/bus,0,,1
52248,52248,Masson / 2e Avenue,45.545727,-73.576232,http://m.stm.info/fr/horaires/arrets/52248/bus,0,,1
52249,52249,Rosemont / Bourbonnière,45.558343,-73.575803,http://m.stm.info/fr/horaires/arrets/52249/bus,0,,1
52250,52250,du Parc / Léo-Pariseau,45.511157,-73.577452,http://m.stm.info/fr/horaires/arrets/52250/bus,0,,1
52253,52253,de l'Assomption / Bélanger,45.578830,-73.575145,http://m.stm.info/fr/horaires/arrets/52253/bus,0,,1
52254,52254,Bélanger / de l'Assomption,45.578970,-73.575332,http://m.stm.info/fr/horaires/arrets/52254/bus,0,,1
52255,52255,de l'Assomption / Bélanger,45.578799,-73.575508,http://m.stm.info/fr/horaires/arrets/52255/bus,0,,1
52256,52256,Bélanger / de l'Assomption,45.578670,-73.575305,http://m.stm.info/fr/horaires/arrets/52256/bus,0,,1
52257,52257,Saint-Joseph / Parthenais,45.538452,-73.576249,http://m.stm.info/fr/horaires/arrets/52257/bus,0,,1
52258,52258,Saint-Joseph / Parthenais,45.538419,-73.576617,http://m.stm.info/fr/horaires/arrets/52258/bus,0,,1
52259,52259,Masson / 3e Avenue,45.546530,-73.575924,http://m.stm.info/fr/horaires/arrets/52259/bus,0,,1
52260,52260,Rachel / Saint-Hubert,45.523680,-73.576512,http://m.stm.info/fr/horaires/arrets/52260/bus,0,,1
52261,52261,Rachel / Saint-Hubert,45.523373,-73.576624,http://m.stm.info/fr/horaires/arrets/52261/bus,0,,1
52262,52262,Beaubien / 31e Avenue,45.567877,-73.575212,http://m.stm.info/fr/horaires/arrets/52262/bus,0,,1
52263,52263,Beaubien / 31e Avenue,45.567633,-73.575202,http://m.stm.info/fr/horaires/arrets/52263/bus,0,,1
52264,52264,Maurice-Duplessis / Rodolphe-Forget,45.644129,-73.573044,http://m.stm.info/fr/horaires/arrets/52264/bus,0,,1
52266,52266,Maurice-Duplessis / Rodolphe-Forget,45.643668,-73.573251,http://m.stm.info/fr/horaires/arrets/52266/bus,0,,1
52267,52267,De Lorimier / Gilford,45.536761,-73.575701,http://m.stm.info/fr/horaires/arrets/52267/bus,0,,1
52268,52268,De Lorimier / Gilford,45.536779,-73.576051,http://m.stm.info/fr/horaires/arrets/52268/bus,0,,1
52269,52269,De Maisonneuve / de la Montagne,45.498892,-73.576877,http://m.stm.info/fr/horaires/arrets/52269/bus,0,,1
52270,52270,Masson / 4e Avenue,45.546863,-73.575553,http://m.stm.info/fr/horaires/arrets/52270/bus,0,,1
52271,52271,De La Roche / Marie-Anne,45.527654,-73.576028,http://m.stm.info/fr/horaires/arrets/52271/bus,0,,1
52272,52272,Saint-Patrick / No 3500,45.473771,-73.577943,http://m.stm.info/fr/horaires/arrets/52272/bus,0,,1
52273,52273,du Mont-Royal / Fabre,45.531637,-73.575889,http://m.stm.info/fr/horaires/arrets/52273/bus,0,,1
52274,52274,du Mont-Royal / Fabre,45.531386,-73.575928,http://m.stm.info/fr/horaires/arrets/52274/bus,0,,1
52275,52275,Peel / Sherbrooke,45.501757,-73.576362,http://m.stm.info/fr/horaires/arrets/52275/bus,0,,1
52276,52276,Peel / Sherbrooke,45.501898,-73.576789,http://m.stm.info/fr/horaires/arrets/52276/bus,0,,1
52277,52277,Sherbrooke / Peel,45.501628,-73.576634,http://m.stm.info/fr/horaires/arrets/52277/bus,0,,1
52278,52278,Sherbrooke / Peel,45.502030,-73.576517,http://m.stm.info/fr/horaires/arrets/52278/bus,0,,1
52279,52279,Bélanger / Châtelain,45.580086,-73.574557,http://m.stm.info/fr/horaires/arrets/52279/bus,0,,1
52280,52280,Bélanger / Châtelain,45.579826,-73.574536,http://m.stm.info/fr/horaires/arrets/52280/bus,0,,1
52281,52281,des Pins / Saint-Urbain,45.513932,-73.576150,http://m.stm.info/fr/horaires/arrets/52281/bus,0,,1
52282,52282,Saint-Urbain / des Pins,45.513848,-73.576314,http://m.stm.info/fr/horaires/arrets/52282/bus,0,,1
52283,52283,des Pins / Saint-Urbain,45.513678,-73.576191,http://m.stm.info/fr/horaires/arrets/52283/bus,0,,1
52284,52284,René-Lévesque / Saint-Mathieu,45.492441,-73.576541,http://m.stm.info/fr/horaires/arrets/52284/bus,0,,1
52285,52285,Saint-Mathieu / René-Lévesque,45.492553,-73.577185,http://m.stm.info/fr/horaires/arrets/52285/bus,0,,1
52286,52286,René-Lévesque / Saint-Mathieu,45.492050,-73.576516,http://m.stm.info/fr/horaires/arrets/52286/bus,0,,1
52287,52287,Saint-Denis / Duluth,45.520774,-73.575708,http://m.stm.info/fr/horaires/arrets/52287/bus,0,,1
52288,52288,Saint-Denis / Duluth,45.520574,-73.575704,http://m.stm.info/fr/horaires/arrets/52288/bus,0,,1
52289,52289,Marché Atwater (Atwater / Sainte-Émilie),45.479748,-73.578005,http://m.stm.info/fr/horaires/arrets/52289/bus,0,,1
52290,52290,Marché Atwater (Atwater / Sainte-Émilie),45.480087,-73.577642,http://m.stm.info/fr/horaires/arrets/52290/bus,0,,1
52291,52291,Saint-Laurent / Roy,45.515399,-73.575736,http://m.stm.info/fr/horaires/arrets/52291/bus,0,,1
52294,52294,Masson / 6e Avenue,45.548192,-73.574911,http://m.stm.info/fr/horaires/arrets/52294/bus,0,,1
52295,52295,Saint-Joseph / Fullum,45.539604,-73.575094,http://m.stm.info/fr/horaires/arrets/52295/bus,0,,1
52296,52296,Rachel / de Mentana,45.524958,-73.575337,http://m.stm.info/fr/horaires/arrets/52296/bus,0,,1
52297,52297,Rachel / de Mentana,45.524761,-73.575344,http://m.stm.info/fr/horaires/arrets/52297/bus,0,,1
52298,52298,du Parc / Prince-Arthur,45.510443,-73.575882,http://m.stm.info/fr/horaires/arrets/52298/bus,0,,1
52299,52299,Masson / 7e Avenue,45.548517,-73.574549,http://m.stm.info/fr/horaires/arrets/52299/bus,0,,1
52300,52300,Beaubien / 33e Avenue,45.569059,-73.574184,http://m.stm.info/fr/horaires/arrets/52300/bus,0,,1
52301,52301,Beaubien / 33e Avenue,45.568736,-73.574242,http://m.stm.info/fr/horaires/arrets/52301/bus,0,,1
52302,52302,Perras / 54e Avenue,45.655016,-73.571534,http://m.stm.info/fr/horaires/arrets/52302/bus,0,,1
52303,52303,Perras / 54e Avenue,45.654683,-73.571631,http://m.stm.info/fr/horaires/arrets/52303/bus,0,,1
52304,52304,Saint-Patrick / No 3400,45.474948,-73.577099,http://m.stm.info/fr/horaires/arrets/52304/bus,0,,1
52305,52305,Papineau / du Mont-Royal,45.532914,-73.574417,http://m.stm.info/fr/horaires/arrets/52305/bus,0,,1
52306,52306,du Mont-Royal / Papineau,45.533055,-73.574532,http://m.stm.info/fr/horaires/arrets/52306/bus,0,,1
52307,52307,Papineau / du Mont-Royal,45.532932,-73.574789,http://m.stm.info/fr/horaires/arrets/52307/bus,0,,1
52308,52308,du Mont-Royal / Papineau,45.532768,-73.574620,http://m.stm.info/fr/horaires/arrets/52308/bus,0,,1
52309,52309,Pie-IX / Rosemont,45.560785,-73.573511,http://m.stm.info/fr/horaires/arrets/52309/bus,0,,1
52310,52310,Rosemont / Pie-IX,45.560963,-73.573821,http://m.stm.info/fr/horaires/arrets/52310/bus,0,,1
52311,52311,Pie-IX / Rosemont,45.560761,-73.574168,http://m.stm.info/fr/horaires/arrets/52311/bus,0,,1
52312,52312,Rosemont / Pie-IX,45.560587,-73.573850,http://m.stm.info/fr/horaires/arrets/52312/bus,0,,1
52313,52313,des Pins / Saint-Laurent,45.515188,-73.575090,http://m.stm.info/fr/horaires/arrets/52313/bus,0,,1
52314,52314,Sherbrooke / Mansfield,45.503328,-73.575240,http://m.stm.info/fr/horaires/arrets/52314/bus,0,,1
52315,52315,du Parc La Fontaine / Rachel,45.525360,-73.573755,http://m.stm.info/fr/horaires/arrets/52315/bus,0,,2
52316,52316,Masson / 9e Avenue,45.549863,-73.573899,http://m.stm.info/fr/horaires/arrets/52316/bus,0,,1
52317,52317,Masson / 9e Avenue,45.549632,-73.573869,http://m.stm.info/fr/horaires/arrets/52317/bus,0,,1
52318,52318,Bélanger / de Pontoise,45.581875,-73.573313,http://m.stm.info/fr/horaires/arrets/52318/bus,0,,1
52319,52319,Bélanger / de Pontoise,45.581592,-73.573311,http://m.stm.info/fr/horaires/arrets/52319/bus,0,,1
52320,52320,Notre-Dame / Charlevoix,45.482751,-73.575617,http://m.stm.info/fr/horaires/arrets/52320/bus,0,,1
